0,0,0,0,4300
0,0,0,1,4301
1,1,1,0,4301
1,1,1,0,4302
0,0,0,1,4302
0,0,0,0,4303
1,1,1,1,4303
1,1,1,1,4304
0,0,0,0,4304
0,0,0,0,4305
1,1,1,1,4305
1,1,1,0,4306
0,0,0,1,4306
0,0,0,1,4307
1,1,1,0,4307
0,0,0,0,4308
1,1,1,1,4308
0,0,0,0,4309
1,1,1,1,4309
1,1,1,1,4310
0,0,0,0,4310
1,1,1,1,4311
0,0,0,0,4311
1,1,1,0,4312
0,0,0,1,4312
0,0,0,1,4313
1,1,1,0,4313
0,0,0,0,4314
1,1,1,1,4314
1,1,1,1,4315
0,0,0,0,4315
1,1,1,1,4316
0,0,0,0,4316
0,0,0,1,4317
1,1,1,0,4317
0,0,0,0,4318
1,1,1,1,4318
1,1,1,1,4319
0,0,0,0,4319
0,0,0,1,4320
1,1,1,0,4320
0,0,0,1,4321
1,1,1,0,4321
0,0,0,1,4322
1,1,1,0,4322
0,0,0,1,4323
1,1,1,0,4323
0,0,0,0,4324
1,1,1,1,4324
0,0,0,1,4325
1,1,1,0,4325
1,1,1,0,4326
0,0,0,1,4326
1,1,1,0,4327
0,0,0,1,4327
1,1,1,0,4328
0,0,0,1,4328
1,1,1,0,4329
0,0,0,1,4329
1,1,1,1,4330
0,0,0,0,4330
0,0,0,0,4331
1,1,1,1,4331
1,1,1,1,4332
0,0,0,0,4332
0,0,0,0,4333
1,1,1,1,4333
1,1,1,0,4334
0,0,0,1,4334
1,1,1,0,4335
0,0,0,1,4335
0,0,0,1,4336
1,1,1,0,4336
1,1,1,0,4337
0,0,0,1,4337
1,1,1,0,4338
0,0,0,1,4338
0,0,0,0,4339
1,1,1,1,4339
1,1,1,1,4340
0,0,0,0,4340
0,0,0,1,4341
1,1,1,0,4341
0,0,0,1,4342
1,1,1,0,4342
0,0,0,0,4343
1,1,1,1,4343
0,0,0,1,4344
1,1,1,0,4344
0,0,0,0,4345
1,1,1,1,4345
1,1,1,0,4346
0,0,0,1,4346
0,0,0,0,4347
1,1,1,1,4347
1,1,1,0,4348
0,0,0,1,4348
1,1,1,1,4349
0,0,0,0,4349
1,1,1,1,4350
0,0,0,0,4350
0,0,0,1,4351
1,1,1,0,4351
0,0,0,0,4352
1,1,1,1,4352
1,1,1,0,4353
0,0,0,1,4353
1,1,1,1,4354
0,0,0,0,4354
1,1,1,1,4355
0,0,0,0,4355
1,1,1,1,4356
0,0,0,0,4356
0,0,0,1,4357
1,1,1,0,4357
1,1,1,0,4358
0,0,0,1,4358
1,1,1,1,4359
0,0,0,0,4359
0,0,0,0,4360
1,1,1,1,4360
0,0,0,1,4361
1,1,1,0,4361
1,1,1,0,4362
0,0,0,1,4362
1,1,1,0,4363
0,0,0,1,4363
0,0,0,1,4364
1,1,1,0,4364
0,0,0,1,4365
1,1,1,0,4365
0,0,0,0,4366
1,1,1,1,4366
0,0,0,0,4367
1,1,1,1,4367
1,1,1,1,4368
0,0,0,0,4368
0,0,0,1,4369
1,1,1,0,4369
1,1,1,0,4370
0,0,0,1,4370
1,1,1,0,4371
0,0,0,1,4371
0,0,0,1,4372
1,1,1,0,4372
0,0,0,0,4373
1,1,1,1,4373
1,1,1,0,4374
0,0,0,1,4374
1,1,1,1,4375
0,0,0,0,4375
0,0,0,0,4376
1,1,1,1,4376
1,1,1,1,4377
0,0,0,0,4377
1,1,1,1,4378
0,0,0,0,4378
1,1,1,1,4379
0,0,0,0,4379
0,0,0,1,4380
1,1,1,0,4380
0,0,0,0,4381
1,1,1,1,4381
1,1,1,0,4382
0,0,0,1,4382
1,1,1,1,4383
0,0,0,0,4383
0,0,0,1,4384
1,1,1,0,4384
0,0,0,0,4385
1,1,1,1,4385
0,0,0,1,4386
1,1,1,0,4386
0,0,0,1,4387
1,1,1,0,4387
