1,1,1,1,4033
0,0,0,0,4034
1,1,1,0,4035
0,0,0,1,4036
1,1,1,1,4037
0,0,0,0,4037
0,0,0,1,4038
1,1,1,0,4038
0,0,0,0,4039
1,1,1,1,4039
0,0,0,0,4040
1,1,1,1,4040
1,1,1,0,4041
0,0,0,1,4041
0,0,0,0,4042
1,1,1,1,4042
1,1,1,0,4043
0,0,0,1,4043
1,1,1,0,4044
0,0,0,1,4044
0,0,0,0,4045
1,1,1,1,4045
1,1,1,1,4046
0,0,0,0,4046
1,1,1,1,4047
0,0,0,0,4047
1,1,1,0,4048
0,0,0,1,4048
0,0,0,1,4049
1,1,1,0,4049
0,0,0,0,4050
1,1,1,1,4050
0,0,0,1,4051
1,1,1,0,4051
0,0,0,1,4052
1,1,1,0,4052
0,0,0,0,4053
1,1,1,1,4053
0,0,0,0,4054
1,1,1,1,4054
0,0,0,1,4055
1,1,1,0,4055
0,0,0,0,4056
1,1,1,1,4056
0,0,0,1,4057
1,1,1,0,4057
0,0,0,0,4058
1,1,1,1,4058
0,0,0,1,4059
1,1,1,0,4059
1,1,1,1,4060
0,0,0,0,4060
1,1,1,0,4061
0,0,0,1,4061
0,0,0,1,4062
1,1,1,0,4062
0,0,0,0,4063
1,1,1,1,4063
0,0,0,1,4064
1,1,1,0,4064
1,1,1,0,4065
0,0,0,1,4065
1,1,1,0,4066
0,0,0,1,4066
0,0,0,1,4067
1,1,1,0,4067
1,1,1,1,4068
0,0,0,0,4068
0,0,0,0,4069
1,1,1,1,4069
0,0,0,1,4070
1,1,1,0,4070
0,0,0,1,4071
1,1,1,0,4071
0,0,0,1,4072
1,1,1,0,4072
0,0,0,1,4073
1,1,1,0,4073
0,0,0,1,4074
1,1,1,0,4074
1,1,1,1,4075
0,0,0,0,4075
1,1,1,0,4076
0,0,0,1,4076
1,1,1,0,4077
0,0,0,1,4077
0,0,0,0,4078
1,1,1,1,4078
1,1,1,1,4079
0,0,0,0,4079
1,1,1,0,4080
0,0,0,1,4080
1,1,1,1,4081
0,0,0,0,4081
1,1,1,1,4082
0,0,0,0,4082
0,0,0,0,4083
1,1,1,1,4083
1,1,1,0,4084
0,0,0,1,4084
1,1,1,1,4085
0,0,0,0,4085
1,1,1,1,4086
0,0,0,0,4086
1,1,1,0,4087
0,0,0,1,4087
0,0,0,0,4088
1,1,1,1,4088
0,0,0,1,4089
1,1,1,0,4089
0,0,0,1,4090
1,1,1,0,4090
0,0,0,1,4091
1,1,1,0,4091
1,1,1,0,4092
0,0,0,1,4092
1,1,1,1,4093
0,0,0,0,4093
0,0,0,0,4094
1,1,1,1,4094
1,1,1,1,4095
0,0,0,0,4095
1,1,1,0,4096
0,0,0,1,4096
1,1,1,0,4097
0,0,0,1,4097
0,0,0,1,4098
1,1,1,0,4098
0,0,0,0,4099
1,1,1,1,4099
0,0,0,0,4100
1,1,1,1,4100
1,1,1,1,4101
0,0,0,0,4101
0,0,0,1,4102
1,1,1,0,4102
1,1,1,0,4103
0,0,0,1,4103
1,1,1,1,4104
0,0,0,0,4104
1,1,1,0,4105
0,0,0,1,4105
0,0,0,1,4106
1,1,1,0,4106
0,0,0,1,4107
1,1,1,0,4107
0,0,0,0,4108
1,1,1,1,4108
1,1,1,0,4109
0,0,0,1,4109
0,0,0,0,4110
1,1,1,1,4110
0,0,0,1,4111
1,1,1,0,4111
1,1,1,1,4112
0,0,0,0,4112
1,1,1,0,4113
0,0,0,1,4113
1,1,1,0,4114
0,0,0,1,4114
0,0,0,1,4115
1,1,1,0,4115
0,0,0,1,4116
1,1,1,0,4116
0,0,0,0,4117
1,1,1,1,4117
0,0,0,1,4118
1,1,1,0,4118
0,0,0,1,4119
1,1,1,0,4119
0,0,0,0,4120
1,1,1,1,4120
1,1,1,0,4121
0,0,0,1,4121
1,1,1,1,4122
0,0,0,0,4122
1,1,1,0,4123
0,0,0,1,4123
0,0,0,0,4124
1,1,1,1,4124
0,0,0,0,4125
1,1,1,1,4125
0,0,0,0,4126
1,1,1,1,4126
1,1,1,1,4127
0,0,0,0,4127
0,0,0,0,4128
1,1,1,1,4128
0,0,0,1,4129
1,1,1,0,4129
1,1,1,1,4130
0,0,0,0,4130
0,0,0,0,4131
1,1,1,1,4131
1,1,1,1,4132
0,0,0,0,4132
0,0,0,1,4133
1,1,1,0,4133
1,1,1,0,4134
0,0,0,1,4134
1,1,1,0,4135
0,0,0,1,4135
1,1,1,0,4136
0,0,0,1,4136
1,1,1,1,4137
0,0,0,0,4137
1,1,1,0,4138
0,0,0,1,4138
1,1,1,0,4139
0,0,0,1,4139
1,1,1,0,4140
0,0,0,1,4140
1,1,1,0,4141
0,0,0,1,4141
0,0,0,1,4142
1,1,1,0,4142
0,0,0,0,4143
1,1,1,1,4143
1,1,1,1,4144
0,0,0,0,4144
1,1,1,0,4145
0,0,0,1,4145
0,0,0,1,4146
1,1,1,0,4146
0,0,0,0,4147
1,1,1,1,4147
0,0,0,0,4148
1,1,1,1,4148
1,1,1,1,4149
0,0,0,0,4149
0,0,0,1,4150
1,1,1,0,4150
1,1,1,0,4151
0,0,0,1,4151
1,1,1,0,4152
0,0,0,1,4152
1,1,1,0,4153
0,0,0,1,4153
0,0,0,1,4154
1,1,1,0,4154
0,0,0,1,4155
1,1,1,0,4155
1,1,1,0,4156
0,0,0,1,4156
1,1,1,0,4157
0,0,0,1,4157
1,1,1,1,4158
0,0,0,0,4158
1,1,1,1,4159
0,0,0,0,4159
0,0,0,1,4160
1,1,1,0,4160
0,0,0,0,4161
1,1,1,1,4161
0,0,0,1,4162
1,1,1,0,4162
1,1,1,1,4163
0,0,0,0,4163
0,0,0,0,4164
1,1,1,1,4164
1,1,1,1,4165
0,0,0,0,4165
1,1,1,1,4166
0,0,0,0,4166
0,0,0,1,4167
1,1,1,0,4167
0,0,0,0,4168
1,1,1,1,4168
1,1,1,0,4169
0,0,0,1,4169
0,0,0,0,4170
1,1,1,1,4170
0,0,0,0,4171
1,1,1,1,4171
1,1,1,0,4172
0,0,0,1,4172
1,1,1,0,4173
0,0,0,1,4173
1,1,1,1,4174
0,0,0,0,4174
1,1,1,0,4175
0,0,0,1,4175
1,1,1,1,4176
0,0,0,0,4176
1,1,1,1,4177
0,0,0,0,4177
0,0,0,0,4178
1,1,1,1,4178
0,0,0,1,4179
1,1,1,0,4179
0,0,0,1,4180
1,1,1,0,4180
0,0,0,1,4181
1,1,1,0,4181
1,1,1,1,4182
0,0,0,0,4182
0,0,0,1,4183
1,1,1,0,4183
0,0,0,0,4184
1,1,1,1,4184
1,1,1,1,4185
0,0,0,0,4185
1,1,1,0,4186
0,0,0,1,4186
0,0,0,0,4187
1,1,1,1,4187
0,0,0,0,4188
1,1,1,1,4188
1,1,1,1,4189
0,0,0,0,4189
1,1,1,1,4190
0,0,0,0,4190
0,0,0,1,4191
1,1,1,0,4191
1,1,1,0,4192
0,0,0,1,4192
1,1,1,1,4193
0,0,0,0,4193
1,1,1,1,4194
0,0,0,0,4194
0,0,0,1,4195
1,1,1,0,4195
0,0,0,1,4196
1,1,1,0,4196
0,0,0,0,4197
1,1,1,1,4197
1,1,1,0,4198
0,0,0,1,4198
1,1,1,1,4199
0,0,0,0,4199
0,0,0,1,4200
1,1,1,0,4200
1,1,1,0,4201
0,0,0,1,4201
1,1,1,1,4202
0,0,0,0,4202
1,1,1,0,4203
0,0,0,1,4203
0,0,0,1,4204
1,1,1,0,4204
1,1,1,1,4205
0,0,0,0,4205
1,1,1,1,4206
0,0,0,0,4206
1,1,1,1,4207
0,0,0,0,4207
1,1,1,0,4208
0,0,0,1,4208
0,0,0,1,4209
1,1,1,0,4209
0,0,0,0,4210
1,1,1,1,4210
1,1,1,1,4211
0,0,0,0,4211
0,0,0,1,4212
1,1,1,0,4212
1,1,1,0,4213
0,0,0,1,4213
0,0,0,1,4214
1,1,1,0,4214
1,1,1,1,4215
0,0,0,0,4215
1,1,1,1,4216
0,0,0,0,4216
0,0,0,0,4217
1,1,1,1,4217
1,1,1,1,4218
0,0,0,0,4218
0,0,0,0,4219
1,1,1,1,4219
0,0,0,1,4220
1,1,1,0,4220
1,1,1,1,4221
0,0,0,0,4221
0,0,0,1,4222
1,1,1,0,4222
1,1,1,0,4223
0,0,0,1,4223
0,0,0,0,4224
1,1,1,1,4224
1,1,1,0,4225
0,0,0,1,4225
1,1,1,1,4226
0,0,0,0,4226
0,0,0,1,4227
1,1,1,0,4227
0,0,0,1,4228
1,1,1,0,4228
1,1,1,1,4229
0,0,0,0,4229
1,1,1,1,4230
0,0,0,0,4230
1,1,1,1,4231
0,0,0,0,4231
0,0,0,1,4232
1,1,1,0,4232
0,0,0,0,4233
1,1,1,1,4233
0,0,0,0,4234
1,1,1,1,4234
0,0,0,0,4235
1,1,1,1,4235
0,0,0,0,4236
1,1,1,1,4236
1,1,1,1,4237
0,0,0,0,4237
1,1,1,0,4238
0,0,0,1,4238
0,0,0,0,4239
1,1,1,1,4239
1,1,1,1,4240
0,0,0,0,4240
0,0,0,0,4241
1,1,1,1,4241
0,0,0,1,4242
1,1,1,0,4242
0,0,0,0,4243
1,1,1,1,4243
0,0,0,0,4244
1,1,1,1,4244
1,1,1,0,4245
0,0,0,1,4245
1,1,1,0,4246
0,0,0,1,4246
0,0,0,0,4247
1,1,1,1,4247
1,1,1,0,4248
0,0,0,1,4248
0,0,0,0,4249
1,1,1,1,4249
0,0,0,0,4250
1,1,1,1,4250
1,1,1,0,4251
0,0,0,1,4251
1,1,1,0,4252
0,0,0,1,4252
0,0,0,0,4253
1,1,1,1,4253
1,1,1,1,4254
0,0,0,0,4254
0,0,0,1,4255
1,1,1,0,4255
1,1,1,0,4256
0,0,0,1,4256
0,0,0,0,4257
1,1,1,1,4257
1,1,1,1,4258
0,0,0,0,4258
0,0,0,0,4259
1,1,1,1,4259
1,1,1,0,4260
0,0,0,1,4260
1,1,1,1,4261
0,0,0,0,4261
0,0,0,1,4262
1,1,1,0,4262
1,1,1,0,4263
0,0,0,1,4263
1,1,1,0,4264
0,0,0,1,4264
0,0,0,0,4265
1,1,1,1,4265
0,0,0,0,4266
1,1,1,1,4266
1,1,1,1,4267
0,0,0,0,4267
1,1,1,1,4268
0,0,0,0,4268
0,0,0,0,4269
1,1,1,1,4269
0,0,0,1,4270
1,1,1,0,4270
0,0,0,0,4271
1,1,1,1,4271
1,1,1,1,4272
0,0,0,0,4272
0,0,0,0,4273
1,1,1,1,4273
0,0,0,1,4274
1,1,1,0,4274
0,0,0,0,4275
1,1,1,1,4275
0,0,0,0,4276
1,1,1,1,4276
0,0,0,0,4277
1,1,1,1,4277
1,1,1,0,4278
0,0,0,1,4278
1,1,1,0,4279
0,0,0,1,4279
0,0,0,1,4280
1,1,1,0,4280
0,0,0,1,4281
1,1,1,0,4281
0,0,0,0,4282
1,1,1,1,4282
0,0,0,0,4283
1,1,1,1,4283
1,1,1,0,4284
0,0,0,1,4284
0,0,0,1,4285
1,1,1,0,4285
0,0,0,1,4286
1,1,1,0,4286
0,0,0,0,4287
1,1,1,1,4287
0,0,0,0,4288
1,1,1,1,4288
0,0,0,1,4289
1,1,1,0,4289
0,0,0,0,4290
1,1,1,1,4290
0,0,0,0,4291
1,1,1,1,4291
0,0,0,1,4292
1,1,1,0,4292
1,1,1,1,4293
0,0,0,0,4293
0,0,0,1,4294
1,1,1,0,4294
1,1,1,1,4295
0,0,0,0,4295
1,1,1,1,4296
0,0,0,0,4296
1,1,1,1,4297
0,0,0,0,4297
1,1,1,0,4298
0,0,0,1,4298
1,1,1,1,4299
0,0,0,0,4299
1,1,1,1,4300
